run_id,method,split_sha256,warm_start_sha256,candidate_pool_is_exact_phase6_outer_training_only,test_set_never_queried,test_labels_used_for_fitting_or_acquisition,test_outputs_used_for_acquisition,hidden_pool_labels_used_for_acquisition,hidden_pool_max_depth_used_for_acquisition,boundary_metrics_used_for_acquisition,common_simulator_query_budget,extra_warm_start_queries_counted,hybrid_primary_predictor_is_binary_gpc,max_depth_role_is_auxiliary_only,gate_fraction_fixed_0_20,rank_weights_fixed_0_5_0_5
primary_common__r01_f02,hybrid_binary_gate20_max_depth_straddle,c7ab6e8b8140830a0045921ea647bc024ad48f35df6bdd7dc9f0711e8c73f121,0ba0da05baa1b0a7d94af9b2e96a0380a7128e02b4b819e20765dee46a906dcf,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r01_f02,hybrid_equal_rank_fusion,c7ab6e8b8140830a0045921ea647bc024ad48f35df6bdd7dc9f0711e8c73f121,0ba0da05baa1b0a7d94af9b2e96a0380a7128e02b4b819e20765dee46a906dcf,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r01_f03,shared_random_binary_head,5999b3685c557c79c7846d55f79546fca6cf657e5c5e50b8041e1fc2de799ea2,6c5a17002b211b1b03e221ef867f7a7e51f9eb1adeb4e83afecb315aebf0a66e,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r01_f03,shared_random_max_depth_head,5999b3685c557c79c7846d55f79546fca6cf657e5c5e50b8041e1fc2de799ea2,6c5a17002b211b1b03e221ef867f7a7e51f9eb1adeb4e83afecb315aebf0a66e,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r01_f03,binary_uncertainty_repulsion,5999b3685c557c79c7846d55f79546fca6cf657e5c5e50b8041e1fc2de799ea2,6c5a17002b211b1b03e221ef867f7a7e51f9eb1adeb4e83afecb315aebf0a66e,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r01_f03,max_depth_straddle,5999b3685c557c79c7846d55f79546fca6cf657e5c5e50b8041e1fc2de799ea2,6c5a17002b211b1b03e221ef867f7a7e51f9eb1adeb4e83afecb315aebf0a66e,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r01_f03,hybrid_binary_gate20_max_depth_straddle,5999b3685c557c79c7846d55f79546fca6cf657e5c5e50b8041e1fc2de799ea2,6c5a17002b211b1b03e221ef867f7a7e51f9eb1adeb4e83afecb315aebf0a66e,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r01_f03,hybrid_equal_rank_fusion,5999b3685c557c79c7846d55f79546fca6cf657e5c5e50b8041e1fc2de799ea2,6c5a17002b211b1b03e221ef867f7a7e51f9eb1adeb4e83afecb315aebf0a66e,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r01_f04,shared_random_binary_head,4956b337a6f400870c719a1500f8fa149a66535318a02b1121fb4a6bf48481c4,776484823029f4d6c98e4ef07637ede0be72c174b2a06d258004caa70a130fb2,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r01_f04,shared_random_max_depth_head,4956b337a6f400870c719a1500f8fa149a66535318a02b1121fb4a6bf48481c4,776484823029f4d6c98e4ef07637ede0be72c174b2a06d258004caa70a130fb2,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r01_f04,binary_uncertainty_repulsion,4956b337a6f400870c719a1500f8fa149a66535318a02b1121fb4a6bf48481c4,776484823029f4d6c98e4ef07637ede0be72c174b2a06d258004caa70a130fb2,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r01_f04,max_depth_straddle,4956b337a6f400870c719a1500f8fa149a66535318a02b1121fb4a6bf48481c4,776484823029f4d6c98e4ef07637ede0be72c174b2a06d258004caa70a130fb2,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r01_f04,hybrid_binary_gate20_max_depth_straddle,4956b337a6f400870c719a1500f8fa149a66535318a02b1121fb4a6bf48481c4,776484823029f4d6c98e4ef07637ede0be72c174b2a06d258004caa70a130fb2,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r01_f04,hybrid_equal_rank_fusion,4956b337a6f400870c719a1500f8fa149a66535318a02b1121fb4a6bf48481c4,776484823029f4d6c98e4ef07637ede0be72c174b2a06d258004caa70a130fb2,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r01_f05,shared_random_binary_head,800ad8b1200026a04c4685fec8087949a1e3aff3b44701f190e02326a2bd8536,eb21fe47591edcb84ff909e9cb7869abebf83670cb5557c15abb3be22edece46,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r01_f05,shared_random_max_depth_head,800ad8b1200026a04c4685fec8087949a1e3aff3b44701f190e02326a2bd8536,eb21fe47591edcb84ff909e9cb7869abebf83670cb5557c15abb3be22edece46,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r01_f05,binary_uncertainty_repulsion,800ad8b1200026a04c4685fec8087949a1e3aff3b44701f190e02326a2bd8536,eb21fe47591edcb84ff909e9cb7869abebf83670cb5557c15abb3be22edece46,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r01_f05,max_depth_straddle,800ad8b1200026a04c4685fec8087949a1e3aff3b44701f190e02326a2bd8536,eb21fe47591edcb84ff909e9cb7869abebf83670cb5557c15abb3be22edece46,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r01_f05,hybrid_binary_gate20_max_depth_straddle,800ad8b1200026a04c4685fec8087949a1e3aff3b44701f190e02326a2bd8536,eb21fe47591edcb84ff909e9cb7869abebf83670cb5557c15abb3be22edece46,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r01_f05,hybrid_equal_rank_fusion,800ad8b1200026a04c4685fec8087949a1e3aff3b44701f190e02326a2bd8536,eb21fe47591edcb84ff909e9cb7869abebf83670cb5557c15abb3be22edece46,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r02_f01,shared_random_binary_head,5221cea598f039106c22ccdebba773fe22e7ecd05a08d55e48248c672122b30d,0b6c533c39d190bdeaec74d71d622a035f908da4dbfaa256cc17f50a1e27b4fa,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r02_f01,shared_random_max_depth_head,5221cea598f039106c22ccdebba773fe22e7ecd05a08d55e48248c672122b30d,0b6c533c39d190bdeaec74d71d622a035f908da4dbfaa256cc17f50a1e27b4fa,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r02_f01,binary_uncertainty_repulsion,5221cea598f039106c22ccdebba773fe22e7ecd05a08d55e48248c672122b30d,0b6c533c39d190bdeaec74d71d622a035f908da4dbfaa256cc17f50a1e27b4fa,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r02_f01,max_depth_straddle,5221cea598f039106c22ccdebba773fe22e7ecd05a08d55e48248c672122b30d,0b6c533c39d190bdeaec74d71d622a035f908da4dbfaa256cc17f50a1e27b4fa,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r02_f01,hybrid_binary_gate20_max_depth_straddle,5221cea598f039106c22ccdebba773fe22e7ecd05a08d55e48248c672122b30d,0b6c533c39d190bdeaec74d71d622a035f908da4dbfaa256cc17f50a1e27b4fa,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r02_f01,hybrid_equal_rank_fusion,5221cea598f039106c22ccdebba773fe22e7ecd05a08d55e48248c672122b30d,0b6c533c39d190bdeaec74d71d622a035f908da4dbfaa256cc17f50a1e27b4fa,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r02_f02,shared_random_binary_head,9c48068a81fbc7d683712b2929ea2693471d0e44498e15673a69178c72d1c18a,45cc7aca72bd19fbcdda1bfe1a031d027b71ecab8ae1031b3f5e3fb7c47b3f3f,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r02_f02,shared_random_max_depth_head,9c48068a81fbc7d683712b2929ea2693471d0e44498e15673a69178c72d1c18a,45cc7aca72bd19fbcdda1bfe1a031d027b71ecab8ae1031b3f5e3fb7c47b3f3f,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r02_f02,binary_uncertainty_repulsion,9c48068a81fbc7d683712b2929ea2693471d0e44498e15673a69178c72d1c18a,45cc7aca72bd19fbcdda1bfe1a031d027b71ecab8ae1031b3f5e3fb7c47b3f3f,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r02_f02,max_depth_straddle,9c48068a81fbc7d683712b2929ea2693471d0e44498e15673a69178c72d1c18a,45cc7aca72bd19fbcdda1bfe1a031d027b71ecab8ae1031b3f5e3fb7c47b3f3f,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r02_f02,hybrid_binary_gate20_max_depth_straddle,9c48068a81fbc7d683712b2929ea2693471d0e44498e15673a69178c72d1c18a,45cc7aca72bd19fbcdda1bfe1a031d027b71ecab8ae1031b3f5e3fb7c47b3f3f,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r02_f02,hybrid_equal_rank_fusion,9c48068a81fbc7d683712b2929ea2693471d0e44498e15673a69178c72d1c18a,45cc7aca72bd19fbcdda1bfe1a031d027b71ecab8ae1031b3f5e3fb7c47b3f3f,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r02_f03,shared_random_binary_head,7b23e8dbfca9d959d47ab69e62277a8959bd562cb2b9e4fa3bc33b01ff443331,bb56c479f26a7e6b7d3e99878c6fb6fabf423f5990caf7432ec3656ea18760ff,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r02_f03,shared_random_max_depth_head,7b23e8dbfca9d959d47ab69e62277a8959bd562cb2b9e4fa3bc33b01ff443331,bb56c479f26a7e6b7d3e99878c6fb6fabf423f5990caf7432ec3656ea18760ff,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r02_f03,binary_uncertainty_repulsion,7b23e8dbfca9d959d47ab69e62277a8959bd562cb2b9e4fa3bc33b01ff443331,bb56c479f26a7e6b7d3e99878c6fb6fabf423f5990caf7432ec3656ea18760ff,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r02_f03,max_depth_straddle,7b23e8dbfca9d959d47ab69e62277a8959bd562cb2b9e4fa3bc33b01ff443331,bb56c479f26a7e6b7d3e99878c6fb6fabf423f5990caf7432ec3656ea18760ff,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r02_f03,hybrid_binary_gate20_max_depth_straddle,7b23e8dbfca9d959d47ab69e62277a8959bd562cb2b9e4fa3bc33b01ff443331,bb56c479f26a7e6b7d3e99878c6fb6fabf423f5990caf7432ec3656ea18760ff,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r02_f03,hybrid_equal_rank_fusion,7b23e8dbfca9d959d47ab69e62277a8959bd562cb2b9e4fa3bc33b01ff443331,bb56c479f26a7e6b7d3e99878c6fb6fabf423f5990caf7432ec3656ea18760ff,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r02_f04,shared_random_binary_head,b6d6dec909e8334db9b640fa89a3a920ed3cceaca8f1036c52707545f194a46d,3fc6f95366a4d17bb11fc4d986daf6fd59327e3405e63b421200e4eac0fb5dd5,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r02_f04,shared_random_max_depth_head,b6d6dec909e8334db9b640fa89a3a920ed3cceaca8f1036c52707545f194a46d,3fc6f95366a4d17bb11fc4d986daf6fd59327e3405e63b421200e4eac0fb5dd5,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r02_f04,binary_uncertainty_repulsion,b6d6dec909e8334db9b640fa89a3a920ed3cceaca8f1036c52707545f194a46d,3fc6f95366a4d17bb11fc4d986daf6fd59327e3405e63b421200e4eac0fb5dd5,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r02_f04,max_depth_straddle,b6d6dec909e8334db9b640fa89a3a920ed3cceaca8f1036c52707545f194a46d,3fc6f95366a4d17bb11fc4d986daf6fd59327e3405e63b421200e4eac0fb5dd5,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r02_f04,hybrid_binary_gate20_max_depth_straddle,b6d6dec909e8334db9b640fa89a3a920ed3cceaca8f1036c52707545f194a46d,3fc6f95366a4d17bb11fc4d986daf6fd59327e3405e63b421200e4eac0fb5dd5,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r02_f04,hybrid_equal_rank_fusion,b6d6dec909e8334db9b640fa89a3a920ed3cceaca8f1036c52707545f194a46d,3fc6f95366a4d17bb11fc4d986daf6fd59327e3405e63b421200e4eac0fb5dd5,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r02_f05,shared_random_binary_head,b32562e1e1aebb1e938ce87af2d7dfc92684e6d452c6bf3f44c508e46d135ffa,ff57bf02960a3647dd548e75e73d0b8677257652f13f6d17b101b5dbab9cdd16,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r02_f05,shared_random_max_depth_head,b32562e1e1aebb1e938ce87af2d7dfc92684e6d452c6bf3f44c508e46d135ffa,ff57bf02960a3647dd548e75e73d0b8677257652f13f6d17b101b5dbab9cdd16,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r02_f05,binary_uncertainty_repulsion,b32562e1e1aebb1e938ce87af2d7dfc92684e6d452c6bf3f44c508e46d135ffa,ff57bf02960a3647dd548e75e73d0b8677257652f13f6d17b101b5dbab9cdd16,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r02_f05,max_depth_straddle,b32562e1e1aebb1e938ce87af2d7dfc92684e6d452c6bf3f44c508e46d135ffa,ff57bf02960a3647dd548e75e73d0b8677257652f13f6d17b101b5dbab9cdd16,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r02_f05,hybrid_binary_gate20_max_depth_straddle,b32562e1e1aebb1e938ce87af2d7dfc92684e6d452c6bf3f44c508e46d135ffa,ff57bf02960a3647dd548e75e73d0b8677257652f13f6d17b101b5dbab9cdd16,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r02_f05,hybrid_equal_rank_fusion,b32562e1e1aebb1e938ce87af2d7dfc92684e6d452c6bf3f44c508e46d135ffa,ff57bf02960a3647dd548e75e73d0b8677257652f13f6d17b101b5dbab9cdd16,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r03_f01,shared_random_binary_head,40deb937e82263cac0c31bb8aaed7c6e34cd32349f516ac6ffa8d231fc51f15c,695de7bb43b2ac2052733a918ee8aaa15d225fb74db706802b1265f6a1aeecc8,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r03_f01,shared_random_max_depth_head,40deb937e82263cac0c31bb8aaed7c6e34cd32349f516ac6ffa8d231fc51f15c,695de7bb43b2ac2052733a918ee8aaa15d225fb74db706802b1265f6a1aeecc8,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r03_f01,binary_uncertainty_repulsion,40deb937e82263cac0c31bb8aaed7c6e34cd32349f516ac6ffa8d231fc51f15c,695de7bb43b2ac2052733a918ee8aaa15d225fb74db706802b1265f6a1aeecc8,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r03_f01,max_depth_straddle,40deb937e82263cac0c31bb8aaed7c6e34cd32349f516ac6ffa8d231fc51f15c,695de7bb43b2ac2052733a918ee8aaa15d225fb74db706802b1265f6a1aeecc8,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r03_f01,hybrid_binary_gate20_max_depth_straddle,40deb937e82263cac0c31bb8aaed7c6e34cd32349f516ac6ffa8d231fc51f15c,695de7bb43b2ac2052733a918ee8aaa15d225fb74db706802b1265f6a1aeecc8,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r03_f01,hybrid_equal_rank_fusion,40deb937e82263cac0c31bb8aaed7c6e34cd32349f516ac6ffa8d231fc51f15c,695de7bb43b2ac2052733a918ee8aaa15d225fb74db706802b1265f6a1aeecc8,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r03_f02,shared_random_binary_head,280cc89a59aeb723fcc8cbc07b7df7fa42de0e2e62308c33a793dd7809df07a1,68561b9098b5de10bdf4bdd7ebd491bb9dc47940d6bc30a2010372d405754b66,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r03_f02,shared_random_max_depth_head,280cc89a59aeb723fcc8cbc07b7df7fa42de0e2e62308c33a793dd7809df07a1,68561b9098b5de10bdf4bdd7ebd491bb9dc47940d6bc30a2010372d405754b66,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r03_f02,binary_uncertainty_repulsion,280cc89a59aeb723fcc8cbc07b7df7fa42de0e2e62308c33a793dd7809df07a1,68561b9098b5de10bdf4bdd7ebd491bb9dc47940d6bc30a2010372d405754b66,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r03_f02,max_depth_straddle,280cc89a59aeb723fcc8cbc07b7df7fa42de0e2e62308c33a793dd7809df07a1,68561b9098b5de10bdf4bdd7ebd491bb9dc47940d6bc30a2010372d405754b66,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r03_f02,hybrid_binary_gate20_max_depth_straddle,280cc89a59aeb723fcc8cbc07b7df7fa42de0e2e62308c33a793dd7809df07a1,68561b9098b5de10bdf4bdd7ebd491bb9dc47940d6bc30a2010372d405754b66,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r03_f02,hybrid_equal_rank_fusion,280cc89a59aeb723fcc8cbc07b7df7fa42de0e2e62308c33a793dd7809df07a1,68561b9098b5de10bdf4bdd7ebd491bb9dc47940d6bc30a2010372d405754b66,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r03_f03,shared_random_binary_head,6adec09407056ce1e57f1a78eeaa9661ba9fee98ba3117a8698d5f6045b855cf,3a1987b2adf1f5413f9006217b1c448e9a6e0922031264a0d77c63cc7839b93e,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r03_f03,shared_random_max_depth_head,6adec09407056ce1e57f1a78eeaa9661ba9fee98ba3117a8698d5f6045b855cf,3a1987b2adf1f5413f9006217b1c448e9a6e0922031264a0d77c63cc7839b93e,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r03_f03,binary_uncertainty_repulsion,6adec09407056ce1e57f1a78eeaa9661ba9fee98ba3117a8698d5f6045b855cf,3a1987b2adf1f5413f9006217b1c448e9a6e0922031264a0d77c63cc7839b93e,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r03_f03,max_depth_straddle,6adec09407056ce1e57f1a78eeaa9661ba9fee98ba3117a8698d5f6045b855cf,3a1987b2adf1f5413f9006217b1c448e9a6e0922031264a0d77c63cc7839b93e,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r03_f03,hybrid_binary_gate20_max_depth_straddle,6adec09407056ce1e57f1a78eeaa9661ba9fee98ba3117a8698d5f6045b855cf,3a1987b2adf1f5413f9006217b1c448e9a6e0922031264a0d77c63cc7839b93e,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r03_f03,hybrid_equal_rank_fusion,6adec09407056ce1e57f1a78eeaa9661ba9fee98ba3117a8698d5f6045b855cf,3a1987b2adf1f5413f9006217b1c448e9a6e0922031264a0d77c63cc7839b93e,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r03_f04,shared_random_binary_head,ddde719548de623e0fa3ca83da82d4bb3c164093300441d90e7a49bc0f56b215,4fb16fa99395ee1f53f7ba780a25d60f85e073258415d23fc1dec54ec1850f16,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r03_f04,shared_random_max_depth_head,ddde719548de623e0fa3ca83da82d4bb3c164093300441d90e7a49bc0f56b215,4fb16fa99395ee1f53f7ba780a25d60f85e073258415d23fc1dec54ec1850f16,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r03_f04,binary_uncertainty_repulsion,ddde719548de623e0fa3ca83da82d4bb3c164093300441d90e7a49bc0f56b215,4fb16fa99395ee1f53f7ba780a25d60f85e073258415d23fc1dec54ec1850f16,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r03_f04,max_depth_straddle,ddde719548de623e0fa3ca83da82d4bb3c164093300441d90e7a49bc0f56b215,4fb16fa99395ee1f53f7ba780a25d60f85e073258415d23fc1dec54ec1850f16,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r03_f04,hybrid_binary_gate20_max_depth_straddle,ddde719548de623e0fa3ca83da82d4bb3c164093300441d90e7a49bc0f56b215,4fb16fa99395ee1f53f7ba780a25d60f85e073258415d23fc1dec54ec1850f16,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r03_f04,hybrid_equal_rank_fusion,ddde719548de623e0fa3ca83da82d4bb3c164093300441d90e7a49bc0f56b215,4fb16fa99395ee1f53f7ba780a25d60f85e073258415d23fc1dec54ec1850f16,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r03_f05,shared_random_binary_head,6a88958d913c874096ff81ef53a2e68e9177e3db3f500060ec3c5abea14f61cb,f8143edd9eeed4b53770ad2df13d1d54971a39ba11ca7206e1829eda9d3f04b6,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r03_f05,shared_random_max_depth_head,6a88958d913c874096ff81ef53a2e68e9177e3db3f500060ec3c5abea14f61cb,f8143edd9eeed4b53770ad2df13d1d54971a39ba11ca7206e1829eda9d3f04b6,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r03_f05,binary_uncertainty_repulsion,6a88958d913c874096ff81ef53a2e68e9177e3db3f500060ec3c5abea14f61cb,f8143edd9eeed4b53770ad2df13d1d54971a39ba11ca7206e1829eda9d3f04b6,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r03_f05,max_depth_straddle,6a88958d913c874096ff81ef53a2e68e9177e3db3f500060ec3c5abea14f61cb,f8143edd9eeed4b53770ad2df13d1d54971a39ba11ca7206e1829eda9d3f04b6,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r03_f05,hybrid_binary_gate20_max_depth_straddle,6a88958d913c874096ff81ef53a2e68e9177e3db3f500060ec3c5abea14f61cb,f8143edd9eeed4b53770ad2df13d1d54971a39ba11ca7206e1829eda9d3f04b6,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r03_f05,hybrid_equal_rank_fusion,6a88958d913c874096ff81ef53a2e68e9177e3db3f500060ec3c5abea14f61cb,f8143edd9eeed4b53770ad2df13d1d54971a39ba11ca7206e1829eda9d3f04b6,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r04_f01,shared_random_binary_head,ba9a4e2fd2008f53b43f0fed79ace3641de3b240766888eb1044c9a196cd4dc9,b54ca5f0e3c842c9f25322291cbed2787676e720eeef1b9a510d9486ad254930,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r04_f01,shared_random_max_depth_head,ba9a4e2fd2008f53b43f0fed79ace3641de3b240766888eb1044c9a196cd4dc9,b54ca5f0e3c842c9f25322291cbed2787676e720eeef1b9a510d9486ad254930,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r04_f01,binary_uncertainty_repulsion,ba9a4e2fd2008f53b43f0fed79ace3641de3b240766888eb1044c9a196cd4dc9,b54ca5f0e3c842c9f25322291cbed2787676e720eeef1b9a510d9486ad254930,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r04_f01,max_depth_straddle,ba9a4e2fd2008f53b43f0fed79ace3641de3b240766888eb1044c9a196cd4dc9,b54ca5f0e3c842c9f25322291cbed2787676e720eeef1b9a510d9486ad254930,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r04_f01,hybrid_binary_gate20_max_depth_straddle,ba9a4e2fd2008f53b43f0fed79ace3641de3b240766888eb1044c9a196cd4dc9,b54ca5f0e3c842c9f25322291cbed2787676e720eeef1b9a510d9486ad254930,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r04_f01,hybrid_equal_rank_fusion,ba9a4e2fd2008f53b43f0fed79ace3641de3b240766888eb1044c9a196cd4dc9,b54ca5f0e3c842c9f25322291cbed2787676e720eeef1b9a510d9486ad254930,True,True,False,False,False,False,False,80,True,True,True,True,True
primary_common__r04_f02,shared_random_binary_head,83acfa3e6395e7da7a1f16df0e1913c1f3371ae5508c69b68351555a4b20947c,41934d6c8a6e7f7f13053c3b803b7def77bcd1ab55d5c33ebaa6f457f920991f,True,True,False,False,False,False,False,80,True,False,False,True,True
primary_common__r04_f02,shared_random_max_depth_head,83acfa3e6395e7da7a1f16df0e1913c1f3371ae5508c69b68351555a4b20947c,41934d6c8a6e7f7f13053c3b803b7def77bcd1ab55d5c33ebaa6f457f920991f,True,True,False,False,False,False,False,80,True,False,False,True,True
